"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81","PC82","PC83","PC84","PC85","PC86","PC87","PC88","PC89","PC90","PC91","PC92","PC93","PC94","PC95","PC96","PC97","PC98","PC99","PC100","labels"
"9",-41.8663212224256,14.9812133985024,8.4559752721751,-5.39761747737485,-5.79768711693521,14.6679893306918,-7.01273611905315,9.94584773880097,-8.68234550756363,7.41119360163214,-3.86831361628728,-0.0195630724344782,-1.45016844922854,2.58782427582065,-1.05735666728879,3.30798504048755,-4.04737064150363,-0.449256677111841,0.348031173799385,5.22583752169957,-1.19433225467911,-0.157408241845953,-3.0215335424672,4.10501359684636,3.72617861655471,1.08842480603728,-1.38196562767521,0.137214384631379,2.61173128875652,1.45700111042796,-0.481033936717076,2.61293838442261,3.93500641318079,-3.34335416449183,-0.177613105100575,1.08344926510195,2.50905094693228,-1.00929904214768,0.660231337952391,-1.77725950346026,1.53977421503033,1.76757020778833,1.59342350981933,0.189089913769591,-2.38799568977449,-0.735428716920794,2.23512256417112,3.51425648161823,-5.86704963960299,0.00330164130185781,3.82641399254567,1.71779099376205,0.0445712984145436,-3.39683610597069,-0.315138119597335,-2.12696736818918,1.21173790323255,-0.0296757281195709,2.17807244247857,-0.769870595960043,-1.33570321649197,-3.8817942925025,3.46259644221458,4.78034826815969,5.54907368412402,1.69638288508254,0.523796332540176,-5.48555672412065,3.76848157017627,0.141203200101159,-4.59280117958179,-0.766607499416387,0.718554818225659,1.49722364804316,3.08652492950302,-2.33815257470635,0.224354566286249,0.720050282537855,4.85378626004122,2.49307664430067,-1.73090232572601,-5.03514304273568,-4.22852369799804,4.56905746791076,1.4432258737822,-2.81652084527278,1.03152120733402,-0.66915466150704,0.921896005939932,-1.36515964838249,-5.07441093071519,2.78062850548473,0.398597079260948,0.354045143894927,2.71891418987084,0.287858673069992,-0.489059733282307,-3.36649396942213,-5.18391825163649,1.31585684142177,-1
"73",38.417792012548,8.14123544043108,-0.0591871654967961,14.6990166787773,11.4389224460021,23.7235160029745,26.4139180527356,-7.65086477741888,2.42468576728555,8.26433620491568,-1.35292297685374,-0.666240090236129,-4.72310381564017,3.25971605853682,-3.44338923045504,6.43502930548657,7.95328716933232,1.71908052007483,0.128235698487047,9.04695542905888,-4.23678220321634,-6.77887097609245,5.76972268631865,-13.9772681639446,-9.47674486742546,10.6354629266729,2.5568191778353,-2.24541250201999,-3.58733598103964,1.97344535953414,-6.51714405054595,-1.45272871190472,-3.67435599261423,16.2926233146402,-12.192648889442,-3.71771157539285,1.15639658749466,-5.15799084253696,3.77062400482856,7.19196369104414,13.0015608948511,2.41327843430551,10.0755703816742,-5.74643917716238,-2.99133831591248,-7.29592617169519,4.42014788443001,-3.61332053197225,-5.29452139577432,-2.73461755131761,7.39001708486656,-9.99004185306108,1.42046576187818,1.94328293488371,-10.2565168956573,2.22865125927327,0.363845900305046,-6.30476745876392,-1.88048546447927,-7.1381952655162,-1.00202210636977,-3.81675985224162,4.28677449265566,-1.85052618326908,6.11329641299776,-3.19976613141471,2.65880709276692,-0.603873081690156,0.00436119284009251,2.03803702822811,7.78157497986791,-5.45310525837119,1.51697594582574,8.01588114309237,4.92703381215099,3.71711685065622,-1.28995245815875,2.07125254133527,6.28422154070122,1.73642037236414,4.23073795656788,7.47745362881325,-0.516131198441432,-3.52425315889071,-2.50409661974955,3.71186043614204,2.25664402909996,-0.825112885227809,-5.82400598015801,3.04601121188317,0.0444466461548553,-0.0766948035731116,1.59762857353686,7.05060584353692,3.84562203318277,6.03420789154393,-1.52373366132045,1.76229523473406,0.643197288336712,-4.21847980439368,-1
"11",-45.1255963774872,14.8886679013297,0.173210472071835,3.40547581906998,-7.75806324921447,10.0458346797121,-3.44279078060576,-6.19015668521889,0.159178844723974,1.3214601427968,10.7656929763686,-0.00154420454190193,3.38668164188541,2.90589073970213,-9.61580480708374,2.19545659233313,-0.146087282998968,-1.56878746559436,-0.286509731542576,-10.5527425959439,4.33800665453332,-3.48349578207332,8.26382904012626,-2.12761662482147,-1.74730458204142,1.96891507501612,1.53708323622042,-0.320372926024144,0.750845951447183,-3.46804840646207,-5.56293676200363,-1.22213030270095,-2.03012674178304,2.76134707186069,-2.17941855085766,-8.83142645685375,-2.62741034775298,1.62417293686301,-2.06818605094789,2.17184462473837,-7.81239847447448,-3.09327589172561,1.33010920072928,6.04488114746318,2.68504937589347,-11.480650739858,-4.68563253183224,-2.94997426609371,5.68576988379128,-0.0763035644867739,-0.363961845912354,-2.5674635454733,2.48687656561652,-0.70143838374737,-3.1377104476306,4.07341356814739,-5.99634972224822,-0.0482230789951538,0.108176157867363,-2.24607660375,-3.72413297922384,1.02888090920184,-0.674276629879482,-2.31258081726499,1.26094454770977,-2.43179418038779,-1.64857135190604,-0.0688455355897137,-12.3523217021148,2.99386665135928,1.8889725818939,1.40094122839845,-3.7511152028318,-10.2294483790518,-2.77883996856042,-2.10852219530357,2.58211170550456,6.10368302232004,-0.944812565087859,4.81035312245688,-0.394983553742686,-12.3221796105965,3.19532062582295,-3.11981096065178,-0.254469144968565,-4.17871843920807,0.889519181214415,-4.34782424505629,-3.83579377887164,-1.26401367654853,-1.14925390048764,2.1121373685885,-1.29223635058547,-0.501872956060434,-2.03050235959698,1.02703023713165,-5.00525328187893,-1.9647346506127,1.35083774594472,-1.32156189758077,-1
"116",-0.605247042554462,-1.03419705839338,-2.47331889037688,3.79266355531329,-25.4356086694487,18.9685291146021,6.97506955771199,5.22932660319734,4.01114283058181,13.7476545223267,7.17786810748773,1.53028274818022,9.23686144336346,-20.2153343470644,15.7549190868796,-6.34924034186726,7.17022782334285,10.443715413265,-9.73988356535314,-0.513322616655031,-3.94987379927041,3.79948193272737,9.41720247769278,7.43290859654182,3.42556033898111,2.00773804499129,2.05808783956053,2.18949609014912,-5.09698715065581,6.23300781692544,5.9042179342618,1.86960126265859,8.70865286521174,-1.45877775639341,-0.606553838497655,9.75378569434072,-2.78616728660944,-2.50598963491914,5.65551489463651,13.5131221505278,0.645573286766777,5.15025264247614,9.80499992656816,11.2689578431458,-1.53882576954651,8.21318682795016,-5.07627926043426,7.54600507717037,5.65916093196753,10.5986357379974,6.59820426269022,-7.13676673977931,7.11661880999142,0.534746285035695,-17.4676270068727,-8.36033507736675,2.67014291577877,-10.6879468144071,4.73475605497751,8.62909019072642,-4.29912790889217,-1.63136945995134,5.10673209753759,-1.10070885115224,-1.4638228905347,3.190313336631,-3.44795753533758,-0.661621071479789,12.9102892563627,2.49871118265225,-4.66655661940243,-3.82568574829335,5.9021887992536,1.02153818833645,-3.77231267817436,0.0981538034624096,-7.99661956784085,6.77831448237965,4.65420606074297,-3.42224051635272,-3.59774461126411,-2.82919669687833,2.20618507683053,0.26012750678399,2.19371947116633,-4.78726292213519,5.94990458971721,-3.78380189024861,2.11036319859011,-6.37609057947331,4.29609045740273,5.41181430191101,0.941341607360946,-2.16712950323506,-3.47969855383973,-0.392468256758245,-1.19287049587108,-2.01406491778686,1.10520429597577,1.72148945836241,-1
"171",-20.1713457864736,-42.8952355618844,-1.37153119435202,-3.69030554458968,-1.07374674446171,-3.04878043317868,2.75004234086544,-2.77792371022867,4.39107770249395,1.97669782176044,2.82194276155575,-2.65461320807448,-3.37863066523326,-5.02316787421381,-0.158443339623795,6.10535112096521,-5.48536967865106,-0.807695600648796,-0.845105852413328,-2.37443603609076,1.98929064787314,2.35611353493798,0.0908207584851765,-7.14433888808625,-0.788562912693081,-7.29820207271028,5.13049038158032,1.32817376733379,-2.02285178217364,0.620529752621009,4.34627415991749,3.62761741598283,1.7998937691306,4.9677293136849,2.97061592074018,5.72212113167582,-2.48338419906955,-0.673085493455321,-2.59770191724604,-4.13713228551079,2.59894071065717,-1.82486807476827,-5.45786499680618,4.74347885368935,1.11418267936756,1.33313400980269,-3.80179373233276,2.83268789127269,-2.52065431084603,6.49312995960591,-0.105121009284312,-0.0373907461218892,-0.882789049313173,4.25181983164047,4.50523963266464,0.803786397017806,-5.20807916163904,-0.68418260458948,-8.74188920950812,4.14499586236299,4.00021327099894,3.20794813640806,7.50958215365785,-1.52176743713239,-2.63479097268126,-3.58790468283785,1.45153399662709,-5.3240861805684,-1.20115737805808,-3.17997489303044,5.2955778447876,1.38822087400229,0.257827436459091,2.34146086576769,5.25035575155481,-4.38353029477633,1.37198725746021,-0.71839521662661,0.573448666658709,3.62617224301495,-1.15469246494246,-4.18436737929328,4.55603662510723,-0.869487400120803,6.21042223054443,-0.572490480944788,1.68797237934692,5.09391478113707,1.48389895083398,-5.89035341799677,2.45156494740656,-0.458246283213791,1.39056535197697,-0.785350849469145,-6.77824986468293,9.60247879581876,-2.14382636806435,-2.76826011300641,6.14494262462778,0.767980765828612,1
"174",35.4054283038852,11.0106374232916,30.1019836158285,-8.15979820588809,18.4564005013921,5.74962868236906,6.56667898314984,-4.40010915695958,5.91872151956934,-4.8503693535004,13.2788755134187,-8.92549118055603,-4.21125863094205,2.78265248273397,-0.923233155233725,-0.311827080030172,8.73785839590911,5.16241966875021,-3.29127759911219,-12.3013441726808,-9.09627705880009,4.60705718564572,0.913691856575967,3.2835737561583,3.64337421058793,-8.36292731298296,-4.21696481792921,-1.70811882845653,-6.10108813229673,-4.75589925598186,-3.76766898519886,4.62210906486861,3.41777405120873,-6.07078547224654,1.87398865522023,-5.39784636830494,5.76921145274799,-3.91158652452923,1.65743713839788,-8.07036632040666,-0.845853421946567,4.78316194040263,5.20328647258071,-1.05415930876536,1.39267883092356,3.83534202016667,7.50730857598113,-4.9075657710924,4.39844502759139,2.26737846977582,4.19142859345211,-1.91606482772992,-2.20217070706708,1.19362604763725,6.74641941113924,6.71138215516684,-3.35571785698866,-3.70400323575871,-5.78691544243581,-5.1391885430864,-0.989569609725295,0.148672054963874,4.20346463657621,6.89352302447854,-5.06462551269843,6.40944063748347,-2.10289530831905,-5.87717750224111,5.00192399200773,0.57513490246251,-4.19091734880622,-5.05793439033564,-6.27777257065819,4.44394552783247,2.76148397918397,3.44208548520404,2.10232143749027,-2.33080450405128,-2.29748356558489,0.925820118264693,-6.0697833239434,1.20021951813288,-4.06850065111279,1.1742044524144,-1.10165288166529,-0.80913657511001,2.59390745505273,1.60930622817659,-3.42800422224454,-0.891691116467537,-0.56173809441845,-3.43498458898151,2.53219547655552,0.383895766587956,-3.61165742656084,-4.28996238634407,-4.28377972394386,-7.19738619708078,6.00598225761403,-3.8569831945822,-1
"80",-44.0844801640128,13.6798865939348,8.32123543738244,-3.24769680072976,-6.1309793517246,15.7319170535767,-7.07730026378289,7.18052395829374,-7.35221730396732,6.58842778222865,-1.80992915479784,0.235563631662978,0.124844646706802,4.31050660383931,-1.54613908147395,7.17722163471962,-2.56951569206379,-1.83421167020507,2.99279877772909,0.744404071828564,-1.34637028527754,-2.59730505875434,0.60628921256852,3.68870277701526,-0.0740047542817006,-1.49643557802416,-1.98828080918399,-0.34075523811533,0.216361551992641,0.941852036273318,-1.43544131261166,0.487969615360236,-1.63015326888257,2.43098970862,-1.0716318974038,-1.07250061618056,0.40823287660737,-5.65500682645145,1.21566586307799,1.76016228651788,-0.0655666146015733,-2.65462978426577,-2.36072405234617,-2.38482765119969,1.73235325985126,0.240820695646378,3.21795325352793,-3.46646668422914,2.29392280555718,0.889238141730475,0.812554806721435,-1.45532599411835,-1.20507545461188,1.85925178869707,-0.208631912736253,-3.23459750419258,2.07856077515951,3.78605550560125,-4.37089900915995,-0.790396656552209,-0.462239545865622,-3.01249151254806,-1.73258057705101,-1.01852479328175,-2.94017366711959,5.01578508285261,-3.41972304365472,1.02828915389605,-2.53159023934617,-2.58676390825645,3.52997988001847,3.26481231396326,-0.522632866927389,0.682835359886955,-0.969497474382167,3.81000414568805,5.17445445511478,1.02523120072899,-0.326755826860698,2.32848600089404,1.01355471864979,-2.22260678303071,-4.67363221148461,-0.232137118590222,2.01859791116558,-1.84076246975011,-0.678968927293113,1.43057716222768,-0.434484218925529,0.38124737300114,-1.04357980214632,-1.94260078538406,-4.06411371155821,-4.48093039213697,-0.998597069982116,3.05422613576516,5.16567559725975,1.21069664137049,-3.62151752030515,-1.48312184949702,1
"180",-43.4893415589022,16.7153242144244,5.81442509419467,-2.0162473192482,-5.17689656893977,13.4102717538047,-6.77390948101357,-1.28982903627889,-11.6943066920427,2.34040002452201,2.46270305814184,2.6242529052493,3.68007700766744,5.71431859168532,-5.74727162163261,-3.90787236418027,-8.19243017935913,-1.31686280685911,-4.72405723829401,4.92562163823746,-2.2096527128182,1.91160036470772,-1.57408866454082,-2.09662435783702,-2.66811596349337,3.62623994309676,-0.0400565239155715,8.29742838618841,-1.92292391573535,-3.27552755492418,-2.60341441916776,3.22833657275785,-3.94566337839562,-2.54231005760364,3.60529060688336,-0.867992195585474,7.78350911977773,-11.4409581373293,-2.93067705246223,2.19122974117663,1.00947241477392,0.454785062736856,-3.65174350524715,9.0715437882697,-2.6180387760487,-0.5305583176602,-0.190531534065942,4.4696315518151,-1.94266514270466,3.53610590338329,0.456098449313431,3.19752654054996,8.20932129620379,-5.4863762541586,0.380970594437847,-3.1529386827653,6.20188803403512,4.64677073795716,2.23261458558159,-3.53134259705109,7.78007105039801,1.1982077258611,-1.34085833136733,5.04286022773442,-0.948918738275889,-3.03057968667625,-3.57100578848584,3.21195446632441,1.19402136668018,-0.703281912650347,1.57090617079893,0.252586371426725,-6.31371588259802,2.36245547756025,6.2820901486728,-2.05114340237714,-2.86561926091551,1.04149699343853,-2.37850099783897,-2.94674802692121,2.55878750580747,-1.74524701224235,0.330091469899874,-8.12809667442478,-1.95511911823887,1.44792990378505,-2.19430112233147,-3.18981887363691,-3.3926405525462,-5.50994331207698,2.23576197887308,-3.2037654696846,-5.60480830321637,1.67616419176072,3.23756663261976,-4.71317895715125,-7.26998678527539,-3.01133006103298,-2.07323741767225,8.55259087430756,1
"26",56.989362628408,13.3984427629216,10.1155888411733,-24.0928417568079,-13.9431180377727,-13.6065135082642,-7.15178303336686,5.94046657572434,-3.43099415619791,-14.5101926883594,-5.72584371951018,7.94926150409607,5.66400468299724,-3.54557743624629,0.707049060083729,3.9036049103395,-12.7439717296027,-3.24980815515953,13.5369601043987,-7.13090226789039,3.83721859470045,4.98255470245136,6.35686188665158,1.5409306700451,8.20806143209178,-4.7837396104122,-2.5447608579391,-3.14785706859414,-4.99232082269444,-10.7824194815855,0.490969203492063,3.79962419278891,-0.0206833412390424,3.03154796559523,6.75961023772178,-4.81615483582849,1.91446961834578,-2.4239648166298,-1.72855010097317,3.40849200937662,2.30800488192565,2.83722832130097,3.66661474581834,2.17515939941643,-1.75271607456865,5.36856320163424,2.66605479496077,0.677781856611845,4.4430052757957,4.88680717191048,3.60177638112712,-0.0278858825101319,-9.57227042176188,-2.25709297095689,0.0660712298049152,4.63073979749211,5.70223263114254,-3.59081264371964,-4.12842961544581,5.82321240617971,3.55090912609675,1.98371085927876,4.74920210167449,2.0622911241598,-0.0377188574618872,4.75877051842716,-5.10194316686416,-3.69100795702789,-7.9435303935578,-4.54767084965116,1.5822995792651,0.154526869194154,4.45532067169853,-2.53184395100733,-2.4047217484545,-3.22302628015333,3.485899906552,2.74194012546096,4.07531282138073,-1.31614081514739,-1.56331544606975,0.472042558736207,-2.80024447256398,2.09363908819855,-1.07289429567489,0.304397434492989,-0.59411978739862,-1.39423314445753,-1.87252555027786,-0.985634478235829,-0.215400618010814,-0.0437855892856003,2.56385636890951,-4.45586045214286,0.446366027117594,-4.4637752145666,8.0453316361033,2.58731757247423,-0.970605870010233,0.952399102870224,-1
"97",60.3655857926412,10.1356037958169,4.92200569723103,-26.4777765795627,5.22865360209973,-6.7118618698145,-7.53972867747341,2.36682793890942,2.78038841369325,1.78676560403705,0.474640443283076,4.33458668243559,2.01257280259373,2.64811521594644,-1.31497062309792,5.85376570450124,0.0397540430938134,-1.67048145564049,-2.38200059168889,-2.53088102974483,-1.88790179230808,-1.89665408323788,2.06651957174756,0.220290484894949,3.10271312559991,-3.79100009745229,-1.66392440404606,-6.5496369008163,-2.76488073846046,-4.07516120164449,-7.72586443085024,-3.3760635833982,1.55539317630887,1.40814565906676,2.93080502053855,-2.10450806504365,-4.67651609297415,1.29255479158835,3.07740032453606,2.84393367391039,3.00688152409099,-7.47766095979367,-4.69169869068488,3.01468685385663,-1.44964421624807,2.37155016732106,3.27656676768277,1.99308754660033,6.23715333026109,-1.49837035089557,-1.53419547625631,4.85760805783596,6.35799926048353,1.27876329653135,2.31534860950097,-3.5863784036853,-0.463325308682542,0.950109325881039,-3.18802804875323,3.59222184811531,3.10546692742406,-1.26789296122532,0.0482196044470242,-1.05986288408691,2.91379685470342,6.92033313970188,8.42761336496904,-1.89828512230541,-1.8939383409692,-2.26920805421713,-0.408661930432477,-3.03559158015843,0.637840972501934,1.96316675775217,-0.618979184584231,2.60198653707608,-5.07899294443391,-1.35241312338271,-3.36681234974713,-5.03830433984133,-6.39830633485274,-2.90406270201688,4.33028487268511,6.46643024569842,1.35073852868591,-1.49959588875219,-1.43636113050453,2.85865540104559,2.32534806816894,2.92884250696355,2.46460363470583,1.5258260535237,-0.410214861736445,0.386988419813928,0.489272798627209,-1.74649580974139,-0.648885790404364,7.10338424778252,9.49627448659936,-5.26531081692994,-1
