"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","labels"
"9",-41.8663212224256,14.9812133985024,8.4559752721751,-5.39761747737485,-5.79768711693521,14.6679893306918,-7.01273611905315,9.94584773880097,-8.68234550756363,7.41119360163214,-3.86831361628728,-0.0195630724344782,-1.45016844922854,2.58782427582065,-1.05735666728879,3.30798504048755,-4.04737064150363,-0.449256677111841,0.348031173799385,5.22583752169957,-1.19433225467911,-0.157408241845953,-3.0215335424672,4.10501359684636,3.72617861655471,1.08842480603728,-1.38196562767521,0.137214384631379,2.61173128875652,1.45700111042796,-0.481033936717076,2.61293838442261,3.93500641318079,-3.34335416449183,-0.177613105100575,1.08344926510195,2.50905094693228,-1.00929904214768,0.660231337952391,-1.77725950346026,1.53977421503033,1.76757020778833,1.59342350981933,0.189089913769591,-2.38799568977449,-0.735428716920794,2.23512256417112,3.51425648161823,-5.86704963960299,0.00330164130185781,3.82641399254567,1.71779099376205,0.0445712984145436,-3.39683610597069,-0.315138119597335,-2.12696736818918,1.21173790323255,-1
"73",38.417792012548,8.14123544043108,-0.0591871654967961,14.6990166787773,11.4389224460021,23.7235160029745,26.4139180527356,-7.65086477741888,2.42468576728555,8.26433620491568,-1.35292297685374,-0.666240090236129,-4.72310381564017,3.25971605853682,-3.44338923045504,6.43502930548657,7.95328716933232,1.71908052007483,0.128235698487047,9.04695542905888,-4.23678220321634,-6.77887097609245,5.76972268631865,-13.9772681639446,-9.47674486742546,10.6354629266729,2.5568191778353,-2.24541250201999,-3.58733598103964,1.97344535953414,-6.51714405054595,-1.45272871190472,-3.67435599261423,16.2926233146402,-12.192648889442,-3.71771157539285,1.15639658749466,-5.15799084253696,3.77062400482856,7.19196369104414,13.0015608948511,2.41327843430551,10.0755703816742,-5.74643917716238,-2.99133831591248,-7.29592617169519,4.42014788443001,-3.61332053197225,-5.29452139577432,-2.73461755131761,7.39001708486656,-9.99004185306108,1.42046576187818,1.94328293488371,-10.2565168956573,2.22865125927327,0.363845900305046,-1
"11",-45.1255963774872,14.8886679013297,0.173210472071835,3.40547581906998,-7.75806324921447,10.0458346797121,-3.44279078060576,-6.19015668521889,0.159178844723974,1.3214601427968,10.7656929763686,-0.00154420454190193,3.38668164188541,2.90589073970213,-9.61580480708374,2.19545659233313,-0.146087282998968,-1.56878746559436,-0.286509731542576,-10.5527425959439,4.33800665453332,-3.48349578207332,8.26382904012626,-2.12761662482147,-1.74730458204142,1.96891507501612,1.53708323622042,-0.320372926024144,0.750845951447183,-3.46804840646207,-5.56293676200363,-1.22213030270095,-2.03012674178304,2.76134707186069,-2.17941855085766,-8.83142645685375,-2.62741034775298,1.62417293686301,-2.06818605094789,2.17184462473837,-7.81239847447448,-3.09327589172561,1.33010920072928,6.04488114746318,2.68504937589347,-11.480650739858,-4.68563253183224,-2.94997426609371,5.68576988379128,-0.0763035644867739,-0.363961845912354,-2.5674635454733,2.48687656561652,-0.70143838374737,-3.1377104476306,4.07341356814739,-5.99634972224822,-1
"116",-0.605247042554462,-1.03419705839338,-2.47331889037688,3.79266355531329,-25.4356086694487,18.9685291146021,6.97506955771199,5.22932660319734,4.01114283058181,13.7476545223267,7.17786810748773,1.53028274818022,9.23686144336346,-20.2153343470644,15.7549190868796,-6.34924034186726,7.17022782334285,10.443715413265,-9.73988356535314,-0.513322616655031,-3.94987379927041,3.79948193272737,9.41720247769278,7.43290859654182,3.42556033898111,2.00773804499129,2.05808783956053,2.18949609014912,-5.09698715065581,6.23300781692544,5.9042179342618,1.86960126265859,8.70865286521174,-1.45877775639341,-0.606553838497655,9.75378569434072,-2.78616728660944,-2.50598963491914,5.65551489463651,13.5131221505278,0.645573286766777,5.15025264247614,9.80499992656816,11.2689578431458,-1.53882576954651,8.21318682795016,-5.07627926043426,7.54600507717037,5.65916093196753,10.5986357379974,6.59820426269022,-7.13676673977931,7.11661880999142,0.534746285035695,-17.4676270068727,-8.36033507736675,2.67014291577877,-1
"171",-20.1713457864736,-42.8952355618844,-1.37153119435202,-3.69030554458968,-1.07374674446171,-3.04878043317868,2.75004234086544,-2.77792371022867,4.39107770249395,1.97669782176044,2.82194276155575,-2.65461320807448,-3.37863066523326,-5.02316787421381,-0.158443339623795,6.10535112096521,-5.48536967865106,-0.807695600648796,-0.845105852413328,-2.37443603609076,1.98929064787314,2.35611353493798,0.0908207584851765,-7.14433888808625,-0.788562912693081,-7.29820207271028,5.13049038158032,1.32817376733379,-2.02285178217364,0.620529752621009,4.34627415991749,3.62761741598283,1.7998937691306,4.9677293136849,2.97061592074018,5.72212113167582,-2.48338419906955,-0.673085493455321,-2.59770191724604,-4.13713228551079,2.59894071065717,-1.82486807476827,-5.45786499680618,4.74347885368935,1.11418267936756,1.33313400980269,-3.80179373233276,2.83268789127269,-2.52065431084603,6.49312995960591,-0.105121009284312,-0.0373907461218892,-0.882789049313173,4.25181983164047,4.50523963266464,0.803786397017806,-5.20807916163904,1
"174",35.4054283038852,11.0106374232916,30.1019836158285,-8.15979820588809,18.4564005013921,5.74962868236906,6.56667898314984,-4.40010915695958,5.91872151956934,-4.8503693535004,13.2788755134187,-8.92549118055603,-4.21125863094205,2.78265248273397,-0.923233155233725,-0.311827080030172,8.73785839590911,5.16241966875021,-3.29127759911219,-12.3013441726808,-9.09627705880009,4.60705718564572,0.913691856575967,3.2835737561583,3.64337421058793,-8.36292731298296,-4.21696481792921,-1.70811882845653,-6.10108813229673,-4.75589925598186,-3.76766898519886,4.62210906486861,3.41777405120873,-6.07078547224654,1.87398865522023,-5.39784636830494,5.76921145274799,-3.91158652452923,1.65743713839788,-8.07036632040666,-0.845853421946567,4.78316194040263,5.20328647258071,-1.05415930876536,1.39267883092356,3.83534202016667,7.50730857598113,-4.9075657710924,4.39844502759139,2.26737846977582,4.19142859345211,-1.91606482772992,-2.20217070706708,1.19362604763725,6.74641941113924,6.71138215516684,-3.35571785698866,-1
"80",-44.0844801640128,13.6798865939348,8.32123543738244,-3.24769680072976,-6.1309793517246,15.7319170535767,-7.07730026378289,7.18052395829374,-7.35221730396732,6.58842778222865,-1.80992915479784,0.235563631662978,0.124844646706802,4.31050660383931,-1.54613908147395,7.17722163471962,-2.56951569206379,-1.83421167020507,2.99279877772909,0.744404071828564,-1.34637028527754,-2.59730505875434,0.60628921256852,3.68870277701526,-0.0740047542817006,-1.49643557802416,-1.98828080918399,-0.34075523811533,0.216361551992641,0.941852036273318,-1.43544131261166,0.487969615360236,-1.63015326888257,2.43098970862,-1.0716318974038,-1.07250061618056,0.40823287660737,-5.65500682645145,1.21566586307799,1.76016228651788,-0.0655666146015733,-2.65462978426577,-2.36072405234617,-2.38482765119969,1.73235325985126,0.240820695646378,3.21795325352793,-3.46646668422914,2.29392280555718,0.889238141730475,0.812554806721435,-1.45532599411835,-1.20507545461188,1.85925178869707,-0.208631912736253,-3.23459750419258,2.07856077515951,1
"180",-43.4893415589022,16.7153242144244,5.81442509419467,-2.0162473192482,-5.17689656893977,13.4102717538047,-6.77390948101357,-1.28982903627889,-11.6943066920427,2.34040002452201,2.46270305814184,2.6242529052493,3.68007700766744,5.71431859168532,-5.74727162163261,-3.90787236418027,-8.19243017935913,-1.31686280685911,-4.72405723829401,4.92562163823746,-2.2096527128182,1.91160036470772,-1.57408866454082,-2.09662435783702,-2.66811596349337,3.62623994309676,-0.0400565239155715,8.29742838618841,-1.92292391573535,-3.27552755492418,-2.60341441916776,3.22833657275785,-3.94566337839562,-2.54231005760364,3.60529060688336,-0.867992195585474,7.78350911977773,-11.4409581373293,-2.93067705246223,2.19122974117663,1.00947241477392,0.454785062736856,-3.65174350524715,9.0715437882697,-2.6180387760487,-0.5305583176602,-0.190531534065942,4.4696315518151,-1.94266514270466,3.53610590338329,0.456098449313431,3.19752654054996,8.20932129620379,-5.4863762541586,0.380970594437847,-3.1529386827653,6.20188803403512,1
"26",56.989362628408,13.3984427629216,10.1155888411733,-24.0928417568079,-13.9431180377727,-13.6065135082642,-7.15178303336686,5.94046657572434,-3.43099415619791,-14.5101926883594,-5.72584371951018,7.94926150409607,5.66400468299724,-3.54557743624629,0.707049060083729,3.9036049103395,-12.7439717296027,-3.24980815515953,13.5369601043987,-7.13090226789039,3.83721859470045,4.98255470245136,6.35686188665158,1.5409306700451,8.20806143209178,-4.7837396104122,-2.5447608579391,-3.14785706859414,-4.99232082269444,-10.7824194815855,0.490969203492063,3.79962419278891,-0.0206833412390424,3.03154796559523,6.75961023772178,-4.81615483582849,1.91446961834578,-2.4239648166298,-1.72855010097317,3.40849200937662,2.30800488192565,2.83722832130097,3.66661474581834,2.17515939941643,-1.75271607456865,5.36856320163424,2.66605479496077,0.677781856611845,4.4430052757957,4.88680717191048,3.60177638112712,-0.0278858825101319,-9.57227042176188,-2.25709297095689,0.0660712298049152,4.63073979749211,5.70223263114254,-1
"97",60.3655857926412,10.1356037958169,4.92200569723103,-26.4777765795627,5.22865360209973,-6.7118618698145,-7.53972867747341,2.36682793890942,2.78038841369325,1.78676560403705,0.474640443283076,4.33458668243559,2.01257280259373,2.64811521594644,-1.31497062309792,5.85376570450124,0.0397540430938134,-1.67048145564049,-2.38200059168889,-2.53088102974483,-1.88790179230808,-1.89665408323788,2.06651957174756,0.220290484894949,3.10271312559991,-3.79100009745229,-1.66392440404606,-6.5496369008163,-2.76488073846046,-4.07516120164449,-7.72586443085024,-3.3760635833982,1.55539317630887,1.40814565906676,2.93080502053855,-2.10450806504365,-4.67651609297415,1.29255479158835,3.07740032453606,2.84393367391039,3.00688152409099,-7.47766095979367,-4.69169869068488,3.01468685385663,-1.44964421624807,2.37155016732106,3.27656676768277,1.99308754660033,6.23715333026109,-1.49837035089557,-1.53419547625631,4.85760805783596,6.35799926048353,1.27876329653135,2.31534860950097,-3.5863784036853,-0.463325308682542,-1
